acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-82,55,-2038,-28,23,5
-82,52,-2050,-27,21,2
-84,61,-2038,-24,22,5
-80,55,-2047,-26,18,5
-87,58,-2041,-26,20,4
-76,62,-2050,-26,19,7
-81,56,-2048,-23,23,4
-85,53,-2035,-26,23,2
-84,47,-2049,-26,18,9
-79,59,-2039,-24,24,9
-82,68,-2050,-25,26,5
-84,53,-2036,-27,25,5
-82,60,-2036,-25,25,4
-81,54,-2038,-25,21,2
-80,52,-2030,-24,21,3
-83,57,-2056,-27,23,6
-82,58,-2039,-26,22,7
-84,49,-2040,-27,20,7
-83,53,-2035,-28,23,5
-77,49,-2045,-24,19,8
-85,57,-2036,-25,20,6
-87,58,-2051,-27,23,5
-76,57,-2042,-29,25,4
-85,50,-2048,-24,25,1
-85,54,-2039,-25,21,5
-87,52,-2039,-23,20,10
-76,51,-2029,-25,24,3
-86,59,-2049,-26,24,3
-81,63,-2039,-25,22,9
-77,59,-2043,-25,19,6
-73,58,-2029,-27,20,5
-81,55,-2058,-29,22,2
-87,63,-2045,-27,25,6
-84,59,-2051,-27,22,1
-80,52,-2032,-27,23,1
-84,54,-2041,-23,22,6
-80,64,-2053,-30,24,5
-78,61,-2049,-25,25,5
-75,56,-2038,-28,25,7
-79,63,-2049,-29,21,7
-77,59,-2040,-27,26,9
-73,56,-2037,-27,25,2
-82,63,-2038,-26,22,8
-74,55,-2039,-28,24,0
-77,53,-2044,-26,24,3
-90,60,-2051,-25,21,7
-81,67,-2048,-26,27,4
-85,57,-2036,-25,24,6
-85,54,-2030,-32,20,7
-81,56,-2032,-22,24,5
-84,62,-2036,-24,23,3
-79,55,-2046,-27,27,7
-82,63,-2040,-24,21,7
-79,62,-2046,-28,23,7
-79,52,-2048,-26,28,6
-89,57,-2045,-28,23,3
-86,61,-2041,-26,27,9
-84,54,-2032,-23,24,5
-84,53,-2032,-32,20,5
-88,53,-2041,-24,22,2
-87,57,-2045,-24,20,8
-85,61,-2040,-25,22,1
-78,51,-2047,-25,26,11
-81,60,-2042,-28,25,8
-82,53,-2047,-28,23,5
-78,63,-2034,-27,24,6
-89,59,-2039,-22,22,7
-84,56,-2041,-25,24,4
-85,53,-2040,-25,21,6
-84,58,-2046,-27,23,5
-76,55,-2046,-27,20,7
-78,49,-2045,-27,20,7
-79,49,-2047,-27,22,3
-84,60,-2037,-27,21,8
-87,59,-2041,-25,23,5
-82,52,-2026,-23,26,6
-82,50,-2047,-28,23,5
-86,55,-2039,-29,21,7
-79,53,-2029,-28,22,7
-92,54,-2032,-25,26,5
-76,61,-2047,-28,21,5
-86,62,-2036,-24,23,5
-76,61,-2051,-28,24,3
-81,57,-2036,-25,23,6
-80,58,-2034,-27,27,5
-88,53,-2042,-25,25,6
-85,56,-2043,-24,22,6
-82,52,-2039,-27,22,11
-88,47,-2035,-28,20,-3
-78,57,-2048,-27,25,3
-83,57,-2040,-25,24,4
-87,57,-2039,-24,26,7
-78,60,-2042,-28,27,3
-79,62,-2042,-27,27,4
-75,50,-2035,-25,21,2
-79,56,-2033,-26,22,8
-91,58,-2043,-26,22,5
-80,48,-2040,-26,25,5
-86,57,-2035,-26,21,9
-81,53,-2039,-30,21,5
-84,58,-2046,-27,26,5
-80,50,-2040,-26,28,3
-80,48,-2033,-25,23,4
-77,56,-2036,-28,23,5
-85,58,-2049,-25,23,7
-79,49,-2046,-25,23,2
-77,56,-2044,-25,25,6
-77,57,-2039,-27,27,4
-81,52,-2046,-30,25,3
-79,55,-2051,-25,26,3
-80,65,-2049,-25,22,8
-88,64,-2052,-23,25,2
-74,57,-2040,-29,24,2
-86,54,-2037,-26,21,8
-86,57,-2034,-26,20,5
-82,58,-2048,-24,24,6
-88,65,-2045,-26,24,7
-87,55,-2044,-27,23,2
-83,55,-2047,-26,24,5
-78,56,-2040,-28,26,6
-85,59,-2052,-30,22,5
-88,59,-2042,-25,24,6
-84,57,-2033,-26,22,10
-75,57,-2042,-27,23,4
-81,59,-2033,-24,20,4
-83,51,-2032,-30,22,-1
-77,56,-2037,-29,25,3
-82,59,-2044,-28,24,3
-83,57,-2038,-30,23,5
-79,56,-2050,-27,22,10
-84,54,-2038,-23,25,6
-84,64,-2033,-27,26,0
-85,56,-2038,-26,22,0
-84,59,-2044,-26,24,5
-76,56,-2041,-26,21,2
-81,59,-2033,-25,21,6
-78,59,-2043,-22,24,7
-88,53,-2051,-27,24,9
-88,58,-2049,-23,24,2
-87,58,-2032,-28,23,7
-77,55,-2038,-26,25,2
-81,55,-2042,-26,24,9
-77,62,-2044,-25,22,6
-86,51,-2042,-24,20,10
-85,58,-2041,-27,19,6
-91,59,-2047,-24,24,3
-80,59,-2037,-30,22,6
-77,55,-2045,-26,24,4
-82,58,-2040,-30,22,7
-88,55,-2039,-24,24,9
-81,59,-2029,-26,21,6
-86,60,-2043,-25,26,5
-80,54,-2042,-26,24,6
-81,50,-2045,-23,22,4
-85,59,-2045,-26,25,4
-86,58,-2029,-25,27,8
-81,61,-2041,-27,22,5
-83,58,-2039,-23,24,3
-87,62,-2042,-22,28,5
-80,58,-2049,-23,19,3
-81,57,-2037,-27,23,6
-92,60,-2045,-25,20,4
-84,56,-2032,-26,24,7
-81,54,-2049,-23,22,1
-82,62,-2051,-24,22,5
-81,48,-2040,-27,23,9
-75,63,-2042,-27,21,0
-81,55,-2037,-26,25,3
-83,67,-2043,-24,22,3
-77,54,-2043,-29,26,2
-78,63,-2028,-25,21,9
-85,60,-2040,-28,21,5
-79,61,-2034,-27,21,-1
-83,56,-2040,-26,22,4
-80,59,-2030,-27,19,8
-84,59,-2036,-25,20,3
-87,61,-2040,-26,23,5
-75,59,-2041,-31,23,6
-83,60,-2035,-26,24,5
-87,52,-2033,-29,22,6
-88,66,-2039,-27,24,9
-86,58,-2045,-26,24,4
-86,63,-2044,-30,20,5
-91,54,-2036,-29,28,6
-83,56,-2041,-25,23,6
-83,55,-2050,-26,25,4
-79,60,-2042,-24,23,3
-74,62,-2038,-25,24,3
-79,53,-2046,-28,25,4
-85,55,-2048,-28,22,1
-79,58,-2045,-26,25,3
-79,54,-2035,-27,22,4
-83,54,-2039,-28,24,5
-83,58,-2036,-28,23,4
-82,55,-2039,-26,23,3
-85,65,-2043,-27,21,7
-83,62,-2045,-26,25,8
-83,55,-2040,-24,20,4
-80,55,-2040,-23,22,6
-75,55,-2051,-27,21,5
-86,57,-2040,-26,19,7
-80,57,-2042,-24,24,4
-82,46,-2030,-29,22,7
-76,49,-2056,-25,24,6
-83,58,-2042,-27,23,6
-85,65,-2043,-26,20,7
-80,47,-2048,-27,22,5
-84,56,-2044,-23,25,4
-81,61,-2045,-28,24,3
-76,47,-2044,-27,27,5
-86,52,-2033,-25,22,6
-79,58,-2032,-24,27,3
-87,54,-2047,-29,21,1
-84,60,-2037,-25,25,5
-81,52,-2036,-26,23,5
-78,61,-2048,-26,25,8
-84,57,-2045,-28,25,0
-82,60,-2034,-27,24,5
-88,64,-2026,-25,24,2
-75,61,-2036,-28,26,3
-79,47,-2047,-28,22,5
-73,48,-2039,-29,21,8
-79,61,-2041,-26,24,3
-85,50,-2038,-25,21,3
-78,58,-2048,-26,23,5
-83,53,-2046,-26,26,8
-86,57,-2035,-26,25,11
-79,46,-2050,-25,20,2
-85,59,-2040,-26,22,1
-81,56,-2040,-26,25,4
-77,56,-2032,-27,19,7
-86,63,-2046,-23,24,9
-77,55,-2047,-26,20,3
-85,50,-2038,-27,23,6
-79,58,-2050,-31,26,6
-90,47,-2043,-26,25,5
-78,64,-2039,-27,22,5
-79,52,-2046,-28,23,5
-86,53,-2029,-23,20,3
-81,56,-2040,-29,21,6
-78,54,-2050,-26,23,5
-78,58,-2043,-22,27,5
-81,56,-2049,-25,29,6
-77,56,-2033,-24,23,6
-77,56,-2048,-26,23,6
-83,57,-2040,-28,26,4
-83,56,-2032,-26,23,7
-79,54,-2044,-24,22,5
-85,51,-2043,-23,21,8
-82,57,-2029,-26,20,4
-81,61,-2049,-25,26,7
-79,60,-2040,-25,20,7
-80,52,-2037,-26,25,6
-85,56,-2032,-24,24,8
-81,60,-2052,-25,25,5
-87,60,-2038,-30,22,8
-85,60,-2044,-26,26,5
-79,61,-2048,-23,26,0
-92,65,-2031,-28,20,6
-84,52,-2035,-25,23,2
-78,60,-2047,-27,20,7
-78,60,-2046,-28,21,6
-76,52,-2041,-25,22,8
-77,51,-2041,-27,24,5
-88,58,-2038,-30,25,4
-81,51,-2051,-28,25,5
-81,54,-2042,-30,22,2
-78,59,-2034,-22,23,0
-81,64,-2048,-28,23,9
-82,55,-2037,-28,23,4
-87,51,-2022,-25,22,5
-83,59,-2043,-29,23,4
-82,59,-2035,-26,23,8
-86,53,-2039,-28,23,1
-86,49,-2041,-27,25,7
-80,57,-2047,-27,25,4
-80,54,-2046,-24,23,3
-75,66,-2041,-26,23,7
-76,64,-2047,-27,24,3
-82,63,-2034,-28,23,5
-83,56,-2041,-27,23,2
-79,48,-2043,-26,26,2
-89,52,-2048,-27,21,6
-87,67,-2035,-28,23,3
-82,51,-2040,-29,22,5
-86,51,-2054,-29,22,6
-80,57,-2051,-26,22,5
-82,57,-2048,-23,25,3
-87,58,-2047,-27,24,8
-80,58,-2039,-26,25,7
-81,51,-2046,-28,22,10
-78,60,-2044,-23,25,8
-88,58,-2042,-24,25,8
-78,57,-2046,-28,22,5
-84,54,-2042,-22,21,8
-73,56,-2035,-27,25,9
-82,57,-2041,-28,22,4
-76,60,-2043,-25,22,3
-83,61,-2043,-26,24,4
-84,55,-2042,-24,22,6
-86,62,-2038,-28,24,5
-81,59,-2035,-23,19,5
-76,54,-2039,-25,22,3
-81,55,-2043,-21,23,9
-85,59,-2038,-29,21,7
-79,56,-2047,-27,22,5
-86,61,-2049,-27,25,6
-83,57,-2042,-30,22,5
-78,54,-2043,-26,25,5
-88,55,-2033,-28,23,4
-84,62,-2035,-24,22,6
-81,64,-2042,-26,22,4
-83,56,-2033,-26,22,5
-86,63,-2042,-27,24,8
-79,61,-2035,-29,25,6
-84,58,-2047,-26,23,2
-85,52,-2036,-29,26,7
-81,59,-2038,-27,24,4
-79,56,-2041,-25,24,1
-81,60,-2037,-25,23,6
-85,59,-2044,-25,24,4
-94,49,-2030,-32,25,5
-85,51,-2032,-27,23,7
-85,57,-2038,-24,25,2
-82,54,-2050,-27,19,5
-77,53,-2045,-26,22,5
-81,62,-2047,-24,22,3
-77,59,-2035,-25,21,5
-76,50,-2045,-24,23,3
-74,58,-2041,-25,24,3
-79,56,-2040,-27,24,5
-84,53,-2046,-28,23,5
-80,51,-2039,-23,24,7
-84,64,-2034,-26,23,5
-79,54,-2045,-26,25,5
-84,56,-2043,-25,24,10
-83,57,-2044,-23,22,4
-82,54,-2041,-27,23,6
-77,54,-2039,-25,23,3
-80,60,-2042,-26,21,7
-81,57,-2040,-27,22,4
-81,58,-2035,-24,23,6
-82,55,-2047,-26,25,6
-83,49,-2036,-28,25,3
-84,62,-2040,-26,23,6
-82,59,-2045,-27,20,5
-78,55,-2038,-25,26,6
-86,60,-2043,-27,23,7
-77,54,-2050,-26,24,4
-81,58,-2035,-26,25,3
-76,52,-2037,-29,22,4
-81,55,-2034,-27,22,7
-82,58,-2040,-23,25,6
-84,60,-2041,-27,26,6
-84,58,-2040,-28,22,7
-72,53,-2031,-25,23,4
-82,57,-2030,-26,25,6
-80,56,-2040,-27,23,7
-81,59,-2035,-26,26,7
-78,60,-2051,-28,22,7
-89,55,-2043,-27,26,4
-84,65,-2043,-25,25,6
-82,61,-2051,-28,26,8
-86,53,-2040,-30,22,6
-83,57,-2030,-27,20,4
-82,63,-2033,-25,22,6
-80,61,-2047,-28,26,4
-76,65,-2038,-26,19,5
-85,61,-2042,-26,25,8
-79,54,-2040,-28,25,5
-88,53,-2040,-27,26,7
-84,50,-2045,-27,24,4
-75,54,-2051,-25,23,7
-80,66,-2038,-27,20,2
-84,52,-2038,-26,22,10
-81,51,-2053,-30,24,5
-80,57,-2048,-30,25,5
-88,50,-2038,-25,21,6
-78,61,-2045,-29,23,9
-86,57,-2032,-27,21,0
-82,50,-2038,-23,21,5
-79,54,-2041,-26,21,4
-81,59,-2049,-28,27,5
-84,60,-2043,-29,25,4
-91,50,-2040,-27,18,9
-80,63,-2040,-27,19,3
-82,60,-2041,-25,26,5
-86,55,-2047,-29,23,4
-80,65,-2041,-30,25,10
-87,49,-2047,-28,24,5
-83,57,-2029,-24,26,2
-84,57,-2032,-24,18,3
-78,62,-2044,-24,24,7
-86,53,-2040,-26,22,4
-95,60,-2047,-27,24,6
-84,60,-2050,-27,26,8
-86,53,-2052,-28,21,5
-81,62,-2049,-25,18,5
-83,56,-2036,-22,26,8
-80,49,-2042,-30,22,4
-82,52,-2043,-26,25,6
-82,59,-2044,-23,22,4
-80,53,-2049,-26,23,4
-81,55,-2037,-26,26,10
-76,56,-2030,-28,20,4
-81,59,-2044,-26,24,9
-77,58,-2041,-25,23,6
-83,68,-2027,-27,23,3
-84,60,-2043,-26,18,1
-81,57,-2044,-30,25,7
-85,62,-2031,-23,26,6
-83,56,-2046,-28,24,7
-85,61,-2039,-28,23,5
-79,60,-2043,-25,23,0
-83,53,-2038,-25,24,3
-85,60,-2034,-30,21,9
-86,62,-2035,-25,20,4
-80,58,-2053,-26,22,2
-83,59,-2032,-27,20,7
-79,58,-2033,-28,24,4
-77,56,-2051,-27,24,5
-87,61,-2045,-26,22,5
-84,52,-2042,-29,23,7
-76,53,-2043,-26,24,7
-82,61,-2030,-27,19,3
-79,54,-2039,-29,24,6
-84,59,-2037,-24,23,7
-83,55,-2039,-27,19,6
-78,45,-2039,-27,22,7
-85,60,-2049,-28,22,1
-80,55,-2036,-29,27,6
-80,49,-2047,-26,25,8
-85,52,-2047,-27,24,4
-92,56,-2027,-24,24,2
-88,59,-2050,-24,26,5
-86,56,-2038,-23,25,8
-74,56,-2037,-28,26,2
-85,58,-2038,-26,22,5
-86,55,-2034,-29,24,7
-80,48,-2041,-26,24,1
-79,61,-2050,-30,26,7
-88,55,-2042,-27,23,6
-77,56,-2046,-28,23,7
-79,57,-2034,-23,24,6
-85,54,-2041,-26,24,7
-81,54,-2043,-25,28,9
-85,58,-2034,-27,24,6
-81,58,-2043,-23,23,7
-82,56,-2043,-26,24,4
-80,54,-2042,-27,23,3
-78,61,-2035,-26,23,5
-84,52,-2037,-24,22,6
-80,59,-2043,-24,26,5
-77,63,-2033,-24,24,5
-82,53,-2034,-26,21,3
-78,57,-2035,-24,21,2
-84,48,-2055,-29,24,9
-85,60,-2047,-27,21,5
-92,65,-2037,-29,22,8
-79,56,-2033,-32,26,7
-85,53,-2053,-26,26,4
-84,67,-2043,-29,22,8
-86,59,-2051,-23,22,5
-85,57,-2038,-26,26,6
-88,52,-2037,-27,19,6
-82,59,-2041,-23,23,4
-87,54,-2049,-28,21,7
-88,60,-2041,-26,22,5
-88,49,-2049,-30,25,6
-81,63,-2034,-28,25,7
-69,53,-2038,-23,22,5
-85,53,-2050,-27,23,8
-80,45,-2039,-27,22,5
-85,57,-2038,-28,23,6
-83,56,-2045,-24,23,5
-80,55,-2044,-24,22,4
-78,56,-2043,-27,25,4
-83,53,-2046,-25,21,6
-82,57,-2044,-26,22,9
-81,56,-2041,-27,21,7
-86,56,-2036,-27,27,7
-81,55,-2046,-25,24,5
-91,63,-2039,-26,24,8
-78,51,-2038,-26,24,5
-87,54,-2043,-28,25,7
-77,56,-2044,-28,21,6
-79,59,-2042,-24,27,5
-79,60,-2045,-26,20,6
-86,59,-2031,-24,22,5
-81,64,-2044,-26,22,6
-72,55,-2029,-27,21,9
-82,54,-2033,-29,21,6
-81,63,-2035,-24,24,7
-88,56,-2035,-26,18,4
-83,57,-2040,-30,22,7
-87,61,-2040,-27,26,8
-77,57,-2048,-23,22,6
-82,51,-2038,-29,23,6
-77,56,-2044,-23,25,3
-73,55,-2034,-26,25,6
-84,50,-2035,-29,23,9
-81,62,-2044,-30,22,5
-73,55,-2036,-28,24,5
-83,57,-2038,-26,25,5
-81,51,-2033,-27,19,4
-84,64,-2044,-24,26,5
-85,56,-2036,-25,23,6
-83,52,-2046,-28,21,6
-85,54,-2041,-27,23,7
-82,52,-2044,-28,23,7
-88,59,-2043,-28,24,4
-78,55,-2038,-26,25,7
-85,57,-2036,-24,21,8
-84,61,-2049,-28,24,7
-88,61,-2039,-24,24,5
-78,63,-2039,-25,26,8
-82,59,-2038,-25,22,-2
-86,58,-2043,-27,27,5
-87,62,-2033,-27,22,5
-76,57,-2043,-24,23,5
-85,57,-2043,-29,26,8
-81,60,-2048,-26,26,5
-80,58,-2043,-27,23,3
-80,63,-2039,-28,27,6
-89,57,-2041,-24,24,9
-86,63,-2038,-29,19,3
-86,53,-2042,-26,23,4
-82,58,-2044,-24,24,6
-88,59,-2037,-26,24,7
-82,57,-2038,-25,24,5
-87,49,-2043,-30,25,5
-87,57,-2038,-27,23,2
-82,47,-2039,-27,21,0
-76,53,-2039,-29,22,8
-88,57,-2054,-24,25,6
-80,54,-2042,-28,21,5
-90,55,-2039,-24,21,2
-90,61,-2050,-24,24,7
-90,59,-2039,-25,24,4
-84,61,-2040,-27,25,7
-88,57,-2042,-26,24,6
-77,58,-2042,-27,24,4
-81,53,-2037,-27,24,9
-85,68,-2033,-26,23,5
-77,56,-2033,-24,24,12
-82,55,-2045,-28,23,5
-82,53,-2041,-26,23,5
-87,58,-2035,-29,22,8
-90,53,-2044,-25,22,3
-87,55,-2039,-27,23,8
-80,56,-2043,-26,22,9
-83,59,-2040,-25,23,6
-84,57,-2036,-23,25,3
-75,59,-2044,-30,22,5
-87,56,-2036,-26,23,6
-77,60,-2051,-28,24,1
-84,63,-2031,-22,24,1
-87,63,-2031,-27,25,4
-80,54,-2042,-28,27,3
-80,60,-2041,-25,23,3
-80,64,-2039,-27,20,4
-86,62,-2043,-27,24,6
-91,57,-2039,-26,23,2
-77,50,-2037,-27,24,5
-78,61,-2043,-28,22,6
-84,61,-2040,-25,19,5
-79,50,-2042,-24,23,6
-80,55,-2029,-24,21,8
-78,52,-2034,-23,26,3
-83,48,-2040,-28,20,3
-89,50,-2046,-27,20,6
-80,59,-2048,-22,22,6
-80,61,-2040,-25,25,3
-79,59,-2029,-27,21,7
-78,68,-2037,-26,27,5
-89,64,-2044,-27,22,5
-91,55,-2048,-25,24,4
-74,65,-2045,-25,24,8
-82,55,-2045,-22,26,7
-87,52,-2045,-29,23,10
-83,58,-2044,-25,21,9
-81,61,-2039,-24,25,5
-78,60,-2046,-28,26,5
-80,56,-2041,-24,21,4
-89,53,-2034,-26,22,7
-77,55,-2036,-28,22,4
-83,55,-2047,-21,21,5
-83,58,-2039,-27,26,6
-84,67,-2032,-28,23,8
-81,57,-2042,-29,26,3
-84,44,-2036,-24,25,6
-83,60,-2041,-25,21,6
-73,55,-2048,-24,22,2
-88,57,-2045,-28,24,5
-82,61,-2032,-27,23,3
-76,57,-2040,-25,27,5
-81,51,-2046,-26,25,6
-85,56,-2052,-28,23,6
-81,62,-2043,-26,27,4
-85,52,-2047,-24,21,5
-80,53,-2043,-27,23,7
-88,55,-2040,-28,21,7
-82,65,-2041,-28,19,6
-81,52,-2039,-28,21,6
-82,55,-2041,-26,24,7
-85,59,-2038,-26,21,9
-81,55,-2046,-27,24,7
-83,57,-2056,-30,23,5
-88,62,-2041,-32,25,4
-76,63,-2038,-28,25,5
-80,62,-2049,-23,25,2
-86,56,-2049,-28,25,4
-81,55,-2037,-26,26,5
-80,53,-2046,-24,22,2
-84,55,-2030,-22,25,4
-72,64,-2034,-26,23,7
-82,59,-2037,-25,22,6
-91,63,-2043,-26,22,6
-86,53,-2039,-27,26,8
-81,54,-2042,-26,22,7
-78,57,-2036,-25,23,6
-79,57,-2047,-28,26,4
-76,57,-2035,-25,21,6
-85,51,-2044,-29,24,4
-78,59,-2039,-26,25,3
-80,57,-2049,-29,24,2
-80,65,-2036,-28,19,4
-82,55,-2044,-26,23,9
-81,59,-2043,-28,26,4
-77,59,-2033,-27,21,7
-83,55,-2041,-27,23,3
-82,60,-2045,-26,23,9
-77,51,-2047,-28,24,4
-75,56,-2042,-24,21,5
-88,56,-2042,-28,24,4
-82,54,-2044,-27,24,6
-83,54,-2045,-30,23,2
-80,55,-2042,-23,20,1
-73,59,-2034,-24,20,9
-83,55,-2036,-27,24,-2
-84,54,-2036,-26,22,4
-86,52,-2045,-25,24,5
-94,63,-2037,-26,22,5
-81,58,-2033,-25,25,5
-73,62,-2041,-22,24,6
-79,58,-2035,-27,26,8
-88,56,-2030,-22,24,6
-79,58,-2025,-28,26,5
-73,62,-2050,-28,26,5
-79,59,-2037,-30,22,6
-86,59,-2041,-25,22,6
-78,62,-2044,-25,21,2
-77,50,-2046,-27,24,6
-83,60,-2032,-26,22,6
-83,55,-2038,-25,22,7
-78,61,-2040,-25,25,6
-85,54,-2037,-26,23,-2
-84,61,-2036,-28,24,5
-81,57,-2041,-23,22,8
-88,52,-2039,-23,23,6
-84,54,-2039,-30,24,1
-87,63,-2046,-23,23,0
-75,52,-2044,-25,26,8
-88,52,-2050,-24,23,10
-81,59,-2049,-28,23,2
-96,51,-2041,-27,27,8
-83,57,-2048,-23,24,4
-79,59,-2041,-27,22,3
-78,61,-2040,-29,23,3
-87,63,-2037,-25,24,9
-86,65,-2042,-24,18,3
-83,62,-2032,-26,23,6
-81,54,-2039,-26,24,9
-81,53,-2043,-28,22,4
-80,55,-2043,-28,23,4
-80,58,-2041,-27,23,7
-83,58,-2041,-27,24,3
-86,56,-2038,-28,24,6
-86,55,-2026,-27,25,3
-81,56,-2042,-28,23,7
-77,58,-2033,-27,26,6
-80,57,-2042,-25,23,7
-87,59,-2048,-29,23,5
-81,52,-2045,-26,23,10
-82,58,-2043,-26,24,8
-84,57,-2045,-26,25,1
-80,57,-2040,-25,25,6
-84,55,-2045,-22,23,8
-82,56,-2035,-26,22,7
-83,55,-2051,-29,22,4
-85,56,-2055,-26,23,5
-85,57,-2046,-33,23,6
-79,57,-2028,-27,24,3
-82,58,-2048,-25,26,7
-83,60,-2034,-27,23,4
-87,58,-2037,-28,25,3
-75,55,-2042,-28,21,5
-84,64,-2040,-25,20,4
-87,55,-2044,-27,21,6
-85,60,-2043,-28,21,5
-75,52,-2044,-21,25,7
-84,60,-2049,-23,24,7
-78,60,-2046,-25,21,6
-91,61,-2034,-29,26,5
-82,55,-2036,-28,24,5
-79,52,-2036,-26,25,6
-80,56,-2047,-27,27,3
-76,51,-2043,-26,25,5
-83,60,-2040,-28,22,5
-79,63,-2044,-25,25,6
-84,64,-2044,-24,25,7
-84,53,-2042,-24,27,8
-80,48,-2041,-27,20,2
-84,59,-2040,-28,24,3
-86,57,-2037,-25,27,6
-85,53,-2038,-27,22,9
-82,54,-2036,-25,25,7
-82,58,-2033,-27,23,6
-87,52,-2047,-26,22,4
-86,58,-2032,-28,23,4
-87,65,-2040,-25,21,6
-76,60,-2036,-27,25,8
-78,62,-2042,-26,23,0
-87,58,-2050,-26,20,6
-90,53,-2037,-24,19,6
-90,67,-2040,-27,26,4
-80,50,-2044,-25,22,8
-82,60,-2043,-27,24,3
-77,67,-2047,-27,19,6
-81,58,-2048,-26,25,5
-78,57,-2042,-27,22,6
-80,46,-2038,-26,21,2
-89,55,-2038,-28,20,7
-88,49,-2038,-26,24,7
-80,52,-2044,-25,22,4
-79,56,-2035,-24,23,6
-79,52,-2042,-27,21,4
-83,51,-2043,-20,25,5
-81,54,-2044,-26,24,3
-83,65,-2029,-27,25,5
-82,57,-2036,-27,24,1
-89,59,-2035,-29,22,4
-84,58,-2034,-28,23,5
-79,55,-2046,-25,24,5
-86,66,-2034,-25,23,4
-82,60,-2043,-26,22,4
-87,51,-2039,-23,25,9
-83,60,-2039,-31,21,8
-80,53,-2043,-27,26,3
-79,65,-2043,-27,24,4
-80,55,-2053,-25,22,6
-82,59,-2033,-27,22,3
-83,55,-2039,-26,22,5
-86,60,-2028,-23,22,3
-82,53,-2038,-28,23,5
-77,58,-2035,-24,24,4
-80,60,-2041,-31,23,5
-81,49,-2045,-32,24,8
-83,52,-2035,-24,21,2
-88,54,-2036,-23,22,8
-81,56,-2045,-29,20,6
-80,62,-2042,-25,24,3
-82,60,-2040,-25,25,8
-81,55,-2030,-28,23,4
-75,54,-2045,-23,27,4
-80,53,-2050,-27,26,5
-79,58,-2041,-26,21,6
-83,55,-2042,-27,22,6
-89,61,-2046,-28,24,8
-88,61,-2037,-23,23,4
-82,58,-2039,-29,25,9
-87,53,-2035,-27,24,7
-84,57,-2042,-30,20,7
-73,60,-2033,-25,20,6
-79,68,-2035,-29,23,7
-85,55,-2046,-29,21,4
-83,60,-2034,-27,23,5
-76,47,-2043,-27,23,9
-79,55,-2037,-24,23,8
-82,56,-2042,-27,24,9
-85,59,-2041,-29,16,5
-84,65,-2040,-25,20,2
-85,47,-2041,-26,20,6
-80,54,-2041,-25,26,1
-93,59,-2042,-25,22,5
-80,54,-2031,-24,25,6
-79,57,-2046,-27,27,9
-84,59,-2051,-24,24,5
-87,63,-2039,-28,24,6
-84,55,-2035,-25,23,7
-86,58,-2043,-27,26,4
-90,55,-2043,-26,22,7
-73,53,-2027,-26,23,4
-87,58,-2047,-24,22,3
-78,51,-2044,-28,23,2
-80,55,-2045,-26,23,6
-75,58,-2041,-26,23,8
-77,61,-2042,-26,22,3
-84,53,-2046,-26,24,3
-79,56,-2048,-26,26,0
-85,61,-2042,-27,23,6
-85,58,-2050,-29,24,7
-75,55,-2033,-25,22,6
-77,56,-2034,-30,23,8
-77,57,-2040,-27,20,6
-82,62,-2035,-26,24,9
-80,54,-2055,-23,24,5
-78,56,-2040,-26,20,8
-81,58,-2036,-24,24,7
-86,48,-2043,-25,21,6
-85,57,-2046,-23,27,5
-84,63,-2051,-23,25,4
-83,53,-2039,-27,24,3
-80,56,-2031,-28,23,7
-82,58,-2040,-25,22,11
-74,62,-2030,-23,20,1
-87,56,-2039,-26,23,8
-79,60,-2036,-25,22,5
-79,56,-2036,-30,23,7
-74,55,-2045,-28,24,8
-76,59,-2040,-24,24,9
-81,54,-2054,-25,22,7
-86,54,-2026,-26,27,4
-90,58,-2035,-28,25,7
-78,56,-2038,-25,25,5
-80,61,-2043,-25,21,4
-77,56,-2037,-25,25,6
-76,58,-2045,-29,22,7
-85,63,-2042,-26,22,3
-82,63,-2045,-29,24,2
-80,58,-2045,-22,23,6
-81,56,-2043,-24,20,4
-85,57,-2050,-24,23,5
-87,59,-2038,-26,23,7
-83,62,-2050,-29,24,6
-86,61,-2038,-23,26,7
-81,52,-2033,-26,24,8
-81,56,-2044,-26,21,-1
-89,58,-2037,-30,22,0
-82,60,-2040,-26,24,3
-81,55,-2061,-29,25,5
-77,62,-2054,-28,24,5
-74,58,-2041,-27,24,4
-85,58,-2033,-29,23,4
-82,60,-2036,-28,25,4
-84,62,-2040,-26,21,5
-79,67,-2049,-29,20,6
-75,56,-2049,-25,26,4
-90,58,-2043,-23,20,6
-88,61,-2050,-31,22,4
-82,60,-2041,-25,23,5
-88,63,-2041,-27,23,4
-83,54,-2036,-27,25,3
-83,54,-2037,-25,24,2
-73,59,-2044,-22,24,2
-85,56,-2034,-27,26,2
-81,58,-2037,-30,27,6
-88,57,-2041,-28,22,9
-81,51,-2048,-27,23,7
-80,51,-2050,-24,22,9
-81,54,-2042,-24,25,6
-79,58,-2037,-25,20,7
-92,59,-2039,-25,24,5
-83,55,-2031,-23,18,6
-94,63,-2039,-23,22,8
-76,59,-2038,-26,27,4
-76,51,-2051,-26,22,4
-84,62,-2051,-27,26,4
-84,58,-2046,-27,24,6
-81,65,-2050,-26,25,2
-87,53,-2033,-26,23,4
-83,55,-2061,-24,22,4
